AKITA,4.2
AOMORI,3.6
CHIBA,3.9
FUKUI,2.7
FUKUOKA,2.6
FUKUSHIMA,2.3
GIFU,2.5
HIKONE,2.8
HIROSHIMA,3.7
KAGOSHIMA,3.3
KANAZAWA,3.9
KOBE,3.6
KOCHI,1.7
KOFU,2.1
KUMAGAYA,2.4
KUMAMOTO,2.3
KYOTO,2.1
MAEBASHI,2.7
MATSUE,3.3
MATSUYAMA,2.2
MITO,2.2
MIYAZAKI,3.2
MORIOKA,2.9
NAGANO,2.5
NAGASAKI,2.3
NAGOYA,2.9
NAHA,5.3
NARA,1.4
NIIGATA,3.2
OITA,2.5
OKAYAMA,2.9
OSAKA,2.3
SAGA,3.2
SAPPORO,3.6
SENDAI,3.1
SHIZUOKA,2.1
TAKAMATSU,2.4
TOKUSHIMA,3.4
TOKYO,2.9
TOTTORI,2.9
TOYAMA,2.9
TSU,3.9
UTSUNOMIYA,2.9
WAKAYAMA,3.8
YAMAGATA,1.6
YAMAGUCHI,1.7
YOKOHAMA,3.4
