AKITA,4.2
AOMORI,3.8
CHIBA,3.6
FUKUI,2.7
FUKUOKA,2.7
FUKUSHIMA,2.5
GIFU,2.6
HIKONE,2.9
HIROSHIMA,3.3
KAGOSHIMA,3.3
KANAZAWA,3.7
KOBE,3.6
KOCHI,1.7
KOFU,2.2
KUMAGAYA,2.6
KUMAMOTO,2.1
KYOTO,2.1
MAEBASHI,2.5
MATSUE,3.1
MATSUYAMA,2.2
MITO,2.4
MIYAZAKI,3.1
MORIOKA,2.9
NAGANO,2.5
NAGASAKI,2.2
NAGOYA,3.1
NAHA,5.2
NARA,2.1
NIIGATA,3.0
OITA,2.7
OKAYAMA,2.9
OSAKA,2.4
SAGA,3.1
SAPPORO,3.5
SENDAI,3.1
SHIZUOKA,2.2
TAKAMATSU,2.4
TOKUSHIMA,3.0
TOKYO,2.9
TOTTORI,3.0
TOYAMA,2.8
TSU,3.4
UTSUNOMIYA,3.0
WAKAYAMA,3.7
YAMAGATA,1.9
YAMAGUCHI,1.9
YOKOHAMA,3.5
