AKITA,4.1
AOMORI,3.7
CHIBA,3.6
FUKUI,2.8
FUKUOKA,2.7
FUKUSHIMA,2.5
GIFU,2.6
HIKONE,2.9
HIROSHIMA,3.2
KAGOSHIMA,3.2
KANAZAWA,3.9
KOBE,3.6
KOCHI,1.7
KOFU,2.1
KUMAGAYA,2.4
KUMAMOTO,2.0
KYOTO,2.1
MAEBASHI,2.5
MATSUE,3.2
MATSUYAMA,2.1
MITO,2.4
MIYAZAKI,3.1
MORIOKA,2.9
NAGANO,2.6
NAGASAKI,2.3
NAGOYA,3.0
NAHA,5.1
NARA,1.3
NIIGATA,3.0
OITA,2.5
OKAYAMA,2.8
OSAKA,2.4
SAGA,3.0
SAPPORO,3.7
SENDAI,3.1
SHIZUOKA,2.1
TAKAMATSU,2.4
TOKUSHIMA,3.1
TOKYO,2.8
TOTTORI,2.9
TOYAMA,2.9
TSU,3.3
UTSUNOMIYA,2.9
WAKAYAMA,3.7
YAMAGATA,1.9
YAMAGUCHI,1.9
YOKOHAMA,3.4
